Nom;Brasserie;Pays;Note;Type;Fermentation;°Alc;Bouteille;Ville;Appréciation;Observations;Nom;;
Mutlanger Naturtrüb;Mutlanger;Allemagne;13,5;Spéciale basse;basse;4,8;33 cl;Mutlangen;Spéciale basse dorée, limpide (sur  levure ), mousse blanche fine de durée moyenne, saturation faible. Au nez, dominante de  malt  et de  houblon  assez aromatique. Saveur corsée, influencée par la  levure  fine, légère acreté et amertume. Peu de post-amertume. Saveur riche, belle personnalité. Agréable.;;Mutlanger Naturtrüb;;
Mützig Old Lager;Française de brasserie;France;11;Pils;basse;7,3;25 cl;Mützig;Une  pils  dorée, saveur alcoolisée, bonne tenue en bouche mais goût manquant par certains côtés de personnalité.;Appartient à la française de brasserie;Mützig Old Lager;;
Namur Blanche;Du Bocq;Belgique;15;Blanche;haute;4,5;33 cl;Purnode;Jaune pâle, mousse serrée de tenue moyenne mais assez volumineuse. Bière claire, très légèrement voilée. Arôme léger et épicé, acide sans excès. Saveur douce, et moelleuse, dont l'acidité va crescendo. Amertume discrète, bouche douce-acidulée.  Blanche  gouleyante et très agréable.;Bière  blanche , en hommage à une ancienne reine de Norvège.;Blanche de Namur;;
Napoléon;De Smedt;Belgique;13;Spéciale;haute;7,5;25 cl;Opwijk;Spéciale acajou, limpide (sur lie), finement saturée, mousse claire, serrée et abondante, de durée moyenne. Arôme profond et sucré, tons de liqueur, de fruits mûrs et de  caramel . Saveur douceâtre et parfumée de  levure , corps long et profond, réglissé, amertume moyenne. Agréable mais sucrée.;La bière des braves (dixit étiquette).;Napoléon;;
Nastro Azzuro;Peroni;Italie;12,5;Pils;basse;5,2;33 cl;Rome;Pils jaune claire, cristalline, bien saturée. Mousse de bulles moyennes. Arôme finement malté et houblonné, léger et frais. Saveur agréable, mais classique pour une  pils, bien équilibrée, légère amertume rafraîchissante. Bonne pils agréable à boire, sans être vraiment extraordinaire.;;Nastro Azzuro;;
Ne Fliere Fluiter;;Belgique;14,5;Spéciale;haute;7;25 cl;;Dorée, sur lie, bien saturée en bulles fines, mousse blanche compacte. Nez très plaisant de  levure , arôme houblonné-herbacé. Bonne première bouche s'estompant légèrement, de la mâche et du corps, bien maltée avec une amertume levurienne équilibrée. Rafraîchit peu mais reste très agréable.;;Ne Fliere Fluiter;;
Ne Janneman;d'Achouffe;Belgique;16;Spéciale;haute;8,5;33 cl;Achouffe;Bière abricot-dorée, troublée par la  levure , mousse blanche abondante et stable. Arôme extraordinaire, fruité et complexe, de levure et sucre candi. Saveur ronde, bouche flatteuse, gouleyante, aux tons de pêche et d'abricot, légère acreté agréable, corps et amertumes moyens. Très bonne bière fruitée;Bière fruitée, délicate et complexe. Une réussite !;Ne Janneman;;
Ne kasseistamper;De block;Belgique;14,5;Spéciale;haute;8;33 cl;Peizegem;Dorée, transparente (sur  levure ), saturation abondante et fine, mousse peu tenace. Arôme de  malt  à la légère acidité fruité, nez évoquant le miel de citronnier. Bouche surprenante, au fruité acide, subtilement acre et vineux Amertume acide entourant la langue. Corps ferme et long. Plaisir déroutant.;Bière à dominante acide/aigre/amer, inhabituelle mais plaisante.;Ne kasseistamper;;
Negra Modelo;;Mexique;13;Spéciale;Haute;5,3;33 cl;;Bière brune;;;;
Newcastle Amber Ale;de Newcastle;Angleterre;12,5;Pale Ale;haute;3,3;50 cl;Newcastle upon tyne;Cuivrée, limpide, assez peu saturée. Mousse beige claire de belle tenue. Nez rond et plein de  malt , odeur toutefois légère. Saveur fine, bouche peu marquée, à dominante nette de malt et à l'amertume plutôt faible. Bière typique du genre  Pale Ale , fin et léger. Un certain manque de personnalité.;;Newcastle Amber Ale;;
Newcastle brown ale;de Newcastle;Angleterre;14,5;Brown Ale;haute;4,5;33 cl;Newcastle upon tyne;Couleur brique clair, ambrée, transparente, à la mousse fugace. Nez marqué et fin de  malt  caramélisé. Saveur assez sèche bien en bouche,  brown ale  agréable et bien balancée.;Surnommée The Dog.;Newcastle brown ale;;
Noreni;Noreni (distributeur);France;14,5;Garde;haute;6,5;25 cl;Bayenghem-les-eperlecques;Bière ambrée, limpide, finement saturée, belle mousse beige crémeuse et stable. Au nez, parfums complexes et doux de  malt  et de miel, nez fruité de  houblon  aromatique. Goût malté net à l'amertume sèche et bien balancée, goût subtil de  caramel , post-amertume équilibrée assez longue. Bon cru.;Type Bitter Ale. Goût malté, sec et amer.;Noreni;;
Nounou;Piraux;Belgique;13;Spéciale;haute;8;25 cl;Trazegnies;Bière blonde.;;;;
Obernai;Kronenbourg;France;11;Pils;basse;4,5;25 ou 75 cl;Strasbourg;Une blonde de table 100% pur  malt  Bière de table française, donc moyenne. Bien pour accompagner un repas, sans plus.;;Obernai;;
Oerbier nat en straf;De dolle brouwers;Belgique;15;Spéciale;haute;7,5;33 cl;Esen;Une bonne bière ambrée de couleur abricot foncé. Bière très douce et fruitée malgré un degré d'alcool assez élevé (7.5) Nuances liquoreuses, bonne bière dans l'ensemble, mais sucrée.;Bière de fermentation haute, sur lie, non pasteurisée;Oerbier nat en straf;;
Oettinger dunkles Hefeweissbier;Oettinger;Allemagne;13;Blanche;haute;4,9;50 cl;Oettingen;Weissbier de couleur marron-cuivrée, limpide (sur  levure ), bien saturée, à la mousse serrée et crémeuse formant un chapeau. Arôme léger de  caramel  et de céréales aux tons fumés. Saveur douce, bouche sèche, ampleur moyenne, goût discret et sècheresse de houblon  persistante. Correcte et agréable.;;Oettinger dunkles Hefeweissbier;;
Oettinger export;Oettinger;Allemagne;12;Pils;basse;5,4;50 cl;Oettingen;Export assez claire, limpide, moyennement saturée, mousse blanche de tenue correcte. Nez classique de  malt  et  houblon , mi-doux, assez commun, peu relevé. Bouche plus pleine qu'une pils classique, plus douce aussi, corps marqué, bouche un peu collant  Bière correcte mais un peu trop corsée.;Bière de type ' Export ';Oettinger export;;
Oettinger Hefeweissbier;Oettinger;Allemagne;13;Blanche;haute;4,9;50 cl;Oettingen;Bière dorée, limpide (sur  levure ), moyennement saturée, mousse crémeuse et formant un chapeau. Arôme assez frais, nez empli de douceur subtile de céréales. Saveur équilibrée, subtile acidité balançant une bouche assez sèche et rattrapant son relatif manque de relief. Bière correcte, agréable.;;Oettinger dunkles Hefeweissbier;;
Oettinger hell;Oettinger;Allemagne;13;Pils;basse;4,7;50 cl;Oettingen;Bière jaune, transparente, bien saturée, mousse blanche serrée et abondante de bonne tenue. Arôme malté assez sec, nez de  houblon  discret. Saveur sèche et nette, houblonnage équilibré mais sec lui aussi. Arrière bouche amère peu aromatique. Dominante  malt / houblon  sèche caractéristique.;;Oettinger hell;;
Oettinger Pils;Oettinger;Allemagne;13;Pils;basse;4,7;50 cl;Oettingen;Bière jaune claire, limpide, mousse blanche abondante et serrée. Saturation assez faible. Arôme fin et typique d'une  pils , nez léger de  malt ,  houblon  équilibré au nez, à dominante amère. Saveur et amertume sèches et nettes, bouche assez ample, arrière goût amer harmonieux et durable.  Pils  correcte.; Pils  allemande très classique. Agréable.;Oettinger Pils;;
Old Nick;Young's;Angleterre;14,5;Barley Wine;haute;6,8;275 ml;Wandsworth;De couleur marron foncé, transparente, peu saturée. Arôme rond et doux de  malt  caramel, très chaleureux. Saveur douce, dense et intense, de  caramel . Bouche pleine, liquoreuse puis atténuation du goût. Corps plein, bouche ample. Saveur de fruit mûrs (banane), amertume faible. Bonne bière d'hiver.;Barley Wine réchauffant, doux et sucré.;Old Nick;;
Ophélia;de St Sylvestre;France;13,5;Pils;basse;5,5;25 cl;St Sylvestre Cappel;Pils blonde, claire, mousse blanche serrée mais qui s'aére, peu  saturée . Arôme très fin et distingué de  malt  houblonné. Saveur douce-amère bien maltée, emplissant la bouche, moelleuse et ronde (pour une  pils ). Arrière goût discret et doux. Bonne  pils  dépaysante, peu  saturée , douce et fine.;Brassée dans les  Flandres  françaises depuis 1971.;Ophélia;;
Original Münchner Feinwürzig;Paulaner;Allemagne;13;Münchner;basse;4,9;50 cl;Münich;Münchner pâle, limpide, bien saturée en bulles moyennes. Mousse blanche serrée, moyennement stable. Arôme frais de  malt , nez fleuri de  houblon . Saveur légère, bouche alliant une légère douceur maltée à une amertume bien balancée. Post-amertume nette assez courte. Corps moyen. Correcte.; Münchner  pâle de la brasserie Paulaner (Brasserie ayant inventé ce type).;Original Münchner Feinwürzig;;
Original Viking Ale;;Angleterre;12,5;Pale Ale;haute;4,2;33 cl;;Pale Ale  ambrée, voilée (sur levure). Mousse serrée, saturation faible. Arôme à dominante de  malt  nette et franche, nez assez acre de  levure . Goût à l'amertume franche, corps malté moyen, acreté affirmée. Post-amertume équilibrée durable. Goût très sec, corps franc, durable. Goût amer et acre.;Pale ale amer et acre. Manque du fruité caractéristique des Ales.;Original Viking Ale;;
Orval;Abbaye trappiste d'Orval;Belgique;17,5;Trappiste;haute;6,2;33 cl;Villers devant Orval;Couleur mordorée-orangée, troublée. Mousse crémeuse, abondante. Assez peu saturée. Nez complexe, tons de fruits acides et amers (pomme, rhubarbe ?) Arôme mêlé de  levure  acre et de houblons aromatiques. Saveur extraordinaire, amertume sèche et intense, corps ample, velouté, légère acidité. Un must !;Bière  trappiste  sur levure de l'abbaye d'  Orval .;Orval;;
Oud Beersel Gueuze Lambic;Vandervelden;Belgique;16,5;Lambic;spontanée;6;75 cl;Beersel;Gueuze  ambrée-dorée, trouble (sur lie), mousse blanche serrée peu stable. Arôme vert, aigre et boisé, malgré des tons discrétement fruités et maltés Au goût, bon équilibre acidité/fruité, une certaine rondeur. Du corps et un arrière goût boisé et fruité kiwi, rhubarbe) ample et durable. Le Top.;Véritable  gueuze  de tradition de chez  Vandervelden . Un must.;Oud Beersel Gueuze Lambic;;
Oudenaards wit tarwebier;Clarysse;Belgique;13;Blanche;haute;4,8;25 cl;Oudenaard;Couleur or, trouble (sur lie), mousse aérée, peu tenace, bonne  saturation . Arôme doux et bien houblonné, à peine acide, ne rappelant pas la  blanche . Goût évoquant bien les céréales mais assez peu acide, douceur et amertume aromatiques bien en bouche. Arrière goût sec et court. Agréable et légère.;Aromatisée au coriandre et au  houblon  de Kent et d' Hallertau. Depuis 1987.;Oudenaards wit tarwebier;;
Owd Rodger;Marston;Angleterre;15;Old Ale;haute;7,6;180 ml;Burton on trent;Old Ale acajou foncé, limpide, crème brune fine et abondante. Saturation faible. Nez légèrement vineux, doux et sucré, presque liquoreux. Saveur onctueuse, fruité doux peu agressif. Palais ample, avec une texture dense, et un fruité chaud et doux (vanille). Touches vineuses, amertume faible.;Bonne bière anglaise, douce, dense, fruitée et réconfortante.;Owd Rodger;;
Paaske Bryg;Albani;Danemark;12;Pils;basse;7,6;33 cl;Odense;Lager dorée, limpide, peu saturée en bulles moyennes. Nez puissant pour une bière de ce type, maltage profond, nez doux et un peu piquant d'alcool. Saveur très corsée, très typée, douce et concentrée, de  malt  et d'alcool. Typique des bières danoises fortes et douceâtres. Correcte.;;Paaske Bryg;;
Palm Green;Palm;Belgique;10;Spéciale;Haute;0,25;25 cl;Steenhuffel;;;Dobbel Palm;;
Palm Spéciale;Palm;Belgique;11;Spéciale;haute;5;25 cl;Steenhuffel;Ambrée, cristalline, finement saturée. Mousse claire, serrée de durée moyenne. Nez de malt fruité, équilibré et distingué. Saveur sèche bien houblonnée, moelleuse. Palais amer, finale corsée légèrement piquante et miellée. Bonne bière de type Bitter Ale,dense et amère.;Bonne bière moelleuse à dominante maltée caramélisée.;Palm Spéciale;;
Pandoer;Verhaege;Belgique;14;Spéciale;haute;5;33 cl;Vichte;Sur lie. Mousse abondante et fugace. Arôme et goût de  caramel  assez prononcé. Léger aigre-doux. Coule bien en bouche. Assez bonne bière, loin d'égaler la  Rodenbach  quand même.; oud bruin  bier, style  Rodenbach .;Pandoer;;
Paranoia;Villers;Belgique;5;Spéciale;Haute;6,2;33cl;Villers;Bizarre.;;;;
Pastor Ale;D'annoeullin;France;13;Garde;haute;6,4;25 et 75 cl;Annoeullin;Une  garde  miel-doré, limpide, correctement  saturée , mousse de durée assez faible, mais belle accroche. Parfum profond de  malt , bien houblonné. Saveur mi-sèche, amertume qui emplit la bouche, bière corsée, un peu âpre. Garde correcte et corsée, bonne sans être extraordinaire.;;Pastor Ale;;
Pater lieven;Van den bossche;Belgique;16;Abbaye;haute;5,7;25 cl;St-lievens-esse;Marron, limpide (sur lie), jolie chapeau beige clair serré et durable. Nez doux bien malté, fraîchement aigrelet, fruité aux tons miellés. Saveur valant l'arôme, aigre-douce et bien maltée, aux tons boisés, corsée et très équilibrée, ni amère ni âcre. Plénitude savoureuse et fraîche. Etonnant.;Bière d' abbaye  au  houblon  belge, sur  levure .;Pater lieven;;
Paulaner Hefe Weißbier;Paulaner;Allemagne;14,5;Blanche;haute;5,6;50 cl;Münich;Bière blanche, de couleur jaune foncé, trouble, bien saturée. Mousse très onctueuse, abondante et stable. Nez au arômes de céréales fumées, doux, fruité et rond, très agréable. Saveur acidulée, bon goût de froment en 1ère bouche, arrière goût aromatique et rond, légère amertume fumée. Bonne bière;Bière blanche allemande.;Paulaner Hefe Weißbier;;
Paulaner Leicht;Paulaner;Allemagne;10;Pils;basse;2,9;50 cl;Münich;Pils  jaune, assez pâle, cristalline, saturation soutenue, mousse blanche abondante. Nez léger de  houblon  amer, mais assez discret. Saveur de grain humide et cuit, mais moins marquée que pour les amertume faible, bouche piquante (sur-saturation) et corps peu marqué.;Bière légère en alcool. Assez peu de caractère, bière moyenne.;Paulaner Leicht;;
Pelforth brune;Pelforth;France;12,5;Spéciale basse;basse;6,5;25 cl;Paris;Couleur ambrée très foncée, odeur de  caramel  brûlé. Subtile amertume couverte par le goût de  caramel  et le fort maltage, qui donne beaucoup de corps à cette bière douce.;;Pelforth brune;;
Pelforth pale;Française de brasserie;France;12,5;Pils;basse;5,8;25 cl;Paris;Une blonde limpide, mousse assez crémeuse. Arôme douceâtre de  malt , parfum plus subtil de  houblon , masqué par des nuances d'alcool. Arôme assez doux et bien malté, bonne et légère post-amertume, assez moelleuse. Bonne bière blonde agréable.;La soeur blonde de la Pelforth brune;Pelforth pale;;
Pertotale Faro;Frank boon;Belgique;14;Spéciale;Haute;;75 cl;Lembeek;Murie 2 ans en fûts de chène.;;;;
Petrus Oud Bruin;Bavik;Belgique;14,5;Spéciale;haute;5,5;25 cl;Bavikhove;Une oud bruin  bière acajou, limpide, mousse brune abondante et aérée. Saturation correcte. Arôme fruité (acidité lactique) et houblonné. Goût franc, aigre-doux bien en bouche, saveur subtilement amère-caramélisée qui manque légèrement de finesse, post-saveur aigre-douce et corsée. Agréable.;Oud bruin  bier mûrie pendant 20 mois en fûts de chêne de 25000 litres.;Petrus;;
Petrus Triple ;Bavik;Belgique;12,5;Spéciale;haute;7,5;25 cl;Bavikhove;Cette bière limpide et ambrée a une mousse moyenne. Légère présence du  houblon . Bière moyenne, voire correcte;;Triple petrus;;
Piedboeuf foncée;Piedboeuf Jupille;Belgique;10;Spéciale;Haute;1,5;33 cl;Bruxelles;Bière brune mousse avec peu de tenue très sucrée (saccharine). Bière qui en que le nom.;;;;
Pietra;Qualtech;France;14;Spéciale;Haute;6;33 cl;Furiani;Blonde brassée avec du malt et de la farine de chataigne lui donnant un caractère puissant et delicat.;;;;
Pikantus Weizenbock Dunkel;Erdinger;Allemagne;14;Weizenbock;haute;7,3;50 cl;Erding;De couleur caramel, foncée, limpide, à la mousse beige peu serrée. Arôme fromentacé, nez fin ayant une certaine rondeur et une douceur de  caramel . Saveur douce, moelleuse malgré une première bouche herbacée, acidulée et piquante. Rondeur ample de  levure . Bière ronde et assez forte mais agréable;Bière brune allemande faite de froment et refermentée sur levure.;Pikantus Weizenbock Dunkel;;
